Category,Access_No,Title,Authors,Asset_Code,Department,Subject,Edition,Date_Year,Call_No,Publisher,Place,ISBN,Price,Bill_Date,Vendor,Pages
Books,570,The Curse Stories,Salma,RVUN21LB0690,School of Liberal Arts and Sciences,Short stories,,2020,796.357 SAL,Speaking tiger,,978-9389958874,350,03/29/2022 0:00,Book Paradise,191
Books,571,The Curse Stories,Salma,RVUN21LB0691,School of Liberal Arts and Sciences,Short stories,,2020,796.357 SAL,Speaking tiger,,978-9389958874,350,03/29/2022 0:00,Book Paradise,191
Books,633,Bird By Bird,"Lamott, Anne.",RVUN22LB0037,School of Liberal Arts and Sciences,Literature,1,1995,808.02 LAM,Penguin,,9.78039E+12,599,03/17/2022 0:00,SK Publisher and Distributors,221
Books,912,"A Manual For Writers Of Term Papers, Theses,And Dissertations.","Turabian, K.L.",RVUN22LB0316,School of Liberal Arts and Sciences,Academic writing,,2018,808.02 TUR,The University of Chicago Press,,9.78023E+12,1421,03/17/2022 0:00,Amazon,462
Books,913,"A Manual For Writers Of Term Papers, Theses,And Dissertations.","Turabian, K.L.",RVUN22LB0317,School of Liberal Arts and Sciences,Academic writing,,2018,808.02 TUR,The University of Chicago Press,,9.78023E+12,1421,03/17/2022 0:00,Amazon,464
Books,907,Writing With Power,"Elbow, Peter",RVUN22LB0311,School of Liberal Arts and Sciences,Literature,2nd Ed,1998,808.042 ELB,Oxford University Press,,9.7802E+12,1234,03/17/2022 0:00,Amazon,416
Books,908,Writing With Power,"Elbow, Peter",RVUN22LB0312,School of Liberal Arts and Sciences,Literature,2nd Ed,1998,808.042 ELB,Oxford University Press,,9.7802E+12,1234,03/17/2022 0:00,Amazon,416
Books,635,On Writing Well,"Zinsser, William.",RVUN22LB0039,School of Liberal Arts and Sciences,Literature,1,2020,808.042 ZIN,Harper,,9.78006E+12,599,03/17/2022 0:00,SK Publisher and Distributors,336
Books,911,Writing Ethnographic Fieldnotes.,"Emerson, R.M",RVUN22LB0315,School of Liberal Arts and Sciences,Anthropology,,1995,808.066305 EME,The University of Chicago Press,,9.78023E+12,3413,03/17/2022 0:00,Amazon,272
Books,1007,Writing Ethnographic Fieldnotes.,"Emerson, R.M",RVUN22LB0411,School of Liberal Arts and Sciences,Anthropology,,1995,808.066305 EME,The University of Chicago Press,,9.78023E+12,3410,03/17/2022 0:00,Amazon,272
Books,712,The Screenwriter'S Workbook,"Field, Syd",RVUN22LB0116,School of Liberal Arts and Sciences,Non fiction,1,2006,808.203 FIE,Random House,,9.78039E+12,799,04/18/2022 0:00,Sapna book house,304
Books,711,The 101 Habits Of Highly Successful Screenwriters,"Iglesias, Karl.",RVUN22LB0115,School of Liberal Arts and Sciences,Non fiction,1,2011,808.23 IGL,Simon,,978-1440527890,450,04/18/2022 0:00,Sapna book house,272
Books,406,Student'S Guide To Presentations,"Chivers, Barbara",RVUN21LB0406,School of Design and Innovations,Language arts and disciplines,,2007,808.51024378 CHI,Sage,,978-0761943693,2434.95,01/17/2022 0:00,Page - 3,166
Books,151,Greatest Short Stories,Various authors,RVUN21LB0151,School of Liberal Arts and Sciences,Literature,,2017,808.88 VAR,Finger print,New Delhi,978-9386538277,395,10/25/2021 0:00,Book Paradise,438
Books,780,Writing For My Life,"Bond, Ruskin.",RVUN22LB0184,School of Liberal Arts and Sciences,Biography,1,2021,811.6 BON,Viking,,978-0143454458,599,04/18/2022 0:00,Sapna book house,560
Books,820,Gone With The Wind,"Mitchell, Margaret.",RVUN22LB0224,School of Liberal Arts and Sciences,Fiction,,2017,813.52 MIT,Finger print,,9.78818E+12,395,04/25/2022 0:00,Sri Book World,832
Books,299,The Da Vinci Code,"Brown, Dan.",RVUN21LB0299,School of Design and Innovations,Fiction,,2016,813.54 BRO,Random House,,978-0552161275,374.25,01/17/2022 0:00,Page - 3,650
Books,81,Mahabharata,"Buck, William",RVUN21LB0081,School of Liberal Arts and Sciences,Fiction,,2019,813.54 BUC,Aleph Book Company,New Delhi,978-9388292726,499,10/25/2021 0:00,Book Paradise,299
Books,734,Palace Of Illusions,"Divakaruni, Chitra Banerjee",RVUN22LB0138,School of Liberal Arts and Sciences,Fiction,1,2019,813.54 DIV,Pan books ltd,,978-1400096206,450,04/18/2022 0:00,Sapna book house,360
Books,891,To Kill A Mockingbird,"Lee, Harper.",RVUN22LB0295,School of Liberal Arts and Sciences,Fiction,,2015,813.54 LEE,Harper,,9.78178E+12,399,04/25/2022 0:00,Sri Book World,309
Books,630,Indian On Televion,"Mehta, Nalin.",RVUN22LB0034,School of Liberal Arts and Sciences,Fiction,1,2008,813.6 MEH,Harper,,9.78817E+12,750,03/17/2022 0:00,SK Publisher and Distributors,393
Books,568,My Story,Kamala Das,RVUN21LB0688,School of Liberal Arts and Sciences,Poetry,,2009,821 KAM,Harper,,978-8172238971,299,03/29/2022 0:00,Book Paradise,214
Books,569,My Story,Kamala Das,RVUN21LB0689,School of Liberal Arts and Sciences,Poetry,,2009,821 KAM,Harper,,978-8172238971,299,03/29/2022 0:00,Book Paradise,214
Books,595,Selected Poems,Kamala das,RVUN21LB0715,School of Liberal Arts and Sciences,Poetry,,2014,821.91 KAM,Penguin,,978-0143421047,350,03/29/2022 0:00,,223
Books,135,Coolie,"Anand, Mulk Raj .",RVUN21LB0135,School of Liberal Arts and Sciences,Fiction,1st Ed,2020,823 ANA,Penguin,Gurugram,9.78014E+12,299,10/25/2021 0:00,Book Paradise,282
Books,546,The God Of Small Things,Arundhati Roy,RVUN21LB0666,School of Liberal Arts and Sciences,English fiction,,2002,823 ARU,Penguin,,9780-143028574,450,03/29/2022 0:00,Book Paradise,339
Books,708,God Of Small Things,Arundhati Roy,RVUN22LB0112,School of Liberal Arts and Sciences,Fiction,1,2002,823 ARU,Penguin,,978-9794614020,450,04/18/2022 0:00,Sapna book house,419
Books,689,Malgudi Days,Narayan R .K.,RVUN22LB0093,School of Liberal Arts and Sciences,Fiction,1,2021,823 NAR,Indian thought publications,,978-8185986173,225,04/18/2022 0:00,Sapna Book House,365
Books,806,The Complete Novels Of Sherlock Holmes,"Doyle, Arthur Conan",RVUN22LB0210,School of Liberal Arts and Sciences,Fiction,,2017,823.8 DOY,Other,,9.78818E+12,250,04/25/2022 0:00,Sri Book World,536
Books,798,Kim,"Kipling, Rudyard",RVUN22LB0202,School of Liberal Arts and Sciences,Fiction,,2018,823.8 KIP,Finger,,9.78939E+12,299,04/25/2022 0:00,Sri Book World,356
Books,802,The Jungle Book,"Kipling, Rudyard",RVUN22LB0206,School of Liberal Arts and Sciences,Fiction,,2012,823.8 KIP,Other,,9.78817E+12,150,04/24/2022 0:00,Sri Book World,200
Books,150,The Picture Of Dorian Gray,"Wilde, Oscar.",RVUN21LB0150,School of Liberal Arts and Sciences,Fiction,,2015,823.8 WIL,Finger print,New Delhi,978-8175993082,399,10/25/2021 0:00,Book Paradise,256
Books,137,Untouchable,"Anand, Mulk Raj .",RVUN21LB0137,School of Liberal Arts and Sciences,Fiction,,2014,823.912 ANA,Penguin,Gurugram,9.78014E+12,200,10/25/2021 0:00,Book Paradise,148
Books,138,Untouchable,"Anand, Mulk Raj .",RVUN21LB0138,School of Liberal Arts and Sciences,Fiction,,2014,823.912 ANA,Penguin,Gurugram,9.78014E+12,200,10/25/2021 0:00,Book Paradise,148
Books,799,Murder On The Orient Express,"Christie, Agatha",RVUN22LB0203,School of Liberal Arts and Sciences,Mystery,,2017,823.912 CHR,Other,,9.78001E+12,299,04/24/2022 0:00,Sri Book World,274
Books,854,A Passage To India,"Forster, E. M.",RVUN22LB0258,School of Liberal Arts and Sciences,Other,,2020,823.912 FOR,Finger print,,9.78939E+12,250,04/25/2022 0:00,Sri Book World,328
Books,818,The Remains Of The Day,"Ishiguro, Kazuo.",RVUN22LB0222,School of Liberal Arts and Sciences,Fiction,,2021,823.914 IS,Faber,,9.78057E+12,599,04/25/2022 0:00,Sri Book World,258
Books,727,Guide,Narayan R .K.,RVUN22LB0131,School of Liberal Arts and Sciences,Fiction,1,2021,823.914 NAR,Indian thought publications,,978-8185986074,215,04/18/2022 0:00,Sapna book house,256
Books,763,Ram : Scion Of Ikshvaku,"Tripathi, Amish.",RVUN22LB0167,School of Liberal Arts and Sciences,Mythology,1,2015,823.92 RAM,Westland,,978-9385152146,450,04/18/2022 0:00,Sapna book house,354
Books,631,Latitudes Of Longing,"Swarup, Shubhangi.",RVUN22LB0035,School of Liberal Arts and Sciences,Fiction,1,2019,823.92 SWA,Harper,,9.78935E+12,399,03/17/2022 0:00,SK Publisher and Distributors,331
Books,769,Legend Of Suheldev,"Tripathi, Amish.",RVUN22LB0173,School of Liberal Arts and Sciences,Fiction,1,2021,823.92 TRI,Westland,,,399,04/18/2022 0:00,Sapna book house,352
Books,764,Sita : Warrior Of Mithila,"Tripathi, Amish.",RVUN22LB0168,School of Liberal Arts and Sciences,Mythology,1,2019,823.92 TRI,Westland,,978-5530441455,450,04/18/2022 0:00,Sapna book house,
Books,765,Raavan : Enemy Of Aryavarta,"Tripathi, Amish.",RVUN22LB0169,School of Liberal Arts and Sciences,Mythology,1,2019,823.92 TRI,Westland,,9.78939E+12,399,04/18/2022 0:00,Sapna book house,374
Books,766,Oath Of The Vayuputras Book 3 Of The Shiva Trilogy,"Tripathi, Amish.",RVUN22LB0170,School of Liberal Arts and Sciences,Mythology,1,2018,823.92 TRI,Westland,,978-9382618348,599,04/18/2022 0:00,Sapna book house,575
Books,767,Immortals Of Meluha Book 1 Of The Shiva Trilogy,"Tripathi, Amish.",RVUN22LB0171,School of Liberal Arts and Sciences,Mythology,1,2018,823.92 TRI,Westland,,978-9380658742,499,04/18/2022 0:00,Sapna book house,418
Books,768,Secret Of The Nagas Book 2 Of The Shiva Trilogy,"Tripathi, Amish.",RVUN22LB0172,School of Liberal Arts and Sciences,Mythology,1,2018,823.92 TRI,Westland,,978-9381626344,499,04/18/2022 0:00,Sapna book house,395
Books,136,Coolie,"Anand, Mulk Raj .",RVUN21LB0136,School of Liberal Arts and Sciences,Fiction,1st Ed,2020,824 ANA,Penguin,Gurugram,978-0140186802,299,10/25/2021 0:00,Book Paradise,282
Books,580,The Book Of Indian Essays: Two Hundred Year Of English Prose,"Mehrotra, Arvind Krishna.",RVUN21LB0700,School of Liberal Arts and Sciences,Essays,,2020,824.0080954 MEH,Hachette,,978-9389253634,699,03/29/2022 0:00,Book Paradise,446
Books,581,The Book Of Indian Essays: Two Hundred Year Of English Prose,"Mehrotra, Arvind Krishna.",RVUN21LB0701,School of Liberal Arts and Sciences,Essays,,2020,824.0080954 MEH,Hachette,,978-9389253634,699,03/29/2022 0:00,Book Paradise,446
Books,576,Languages Of Truth Essays: 2003-2020,"Rushdie, Salman.",RVUN21LB0696,School of Liberal Arts and Sciences,Essays,,2021,824.92 RUS,Penguin,,978-0670092802,799,03/29/2022 0:00,Book Paradise,416
Books,577,Languages Of Truth Essays: 2003-2020,"Rushdie, Salman.",RVUN21LB0697,School of Liberal Arts and Sciences,Essays,,2021,824.92 RUS,Penguin,,978-0670092802,799,03/29/2022 0:00,Book Paradise,416
Books,157,The Trial,"Kafka, Franz.",RVUN21LB0157,School of Liberal Arts and Sciences,Fiction,,1999,833.912 KAF,Vintage,London,978-0099428640,399,10/25/2021 0:00,Book Paradise,216
Books,804,The Outsider,"Camus, Albert.",RVUN22LB0208,School of Liberal Arts and Sciences,Fiction,,2013,843.914 CAM,Other,,9.78014E+12,350,04/25/2022 0:00,Sri Book World,111
Books,817,One Hundred Years Of Solitude,"Garc¡a M rquez, Gabriel",RVUN22LB0221,School of Liberal Arts and Sciences,Fiction,,2007,863 GAR,Penguin,,9.78014E+12,399,04/25/2022 0:00,Sri Book World,422
Books,731,Alchemist,"Coelho, Paulo.",RVUN22LB0135,School of Liberal Arts and Sciences,Self help,1,2021,869.3 COE,Harper,,978-8172234980,350,04/18/2022 0:00,Sapna book house,161
Books,745,Spy,"Coelho, Paulo.",RVUN22LB0149,School of Liberal Arts and Sciences,Fiction,1,2018,869.342  COE,Penguin,,9.78014E+12,199,04/18/2022 0:00,Sapna book house,208
Books,743,Aleph,"Coelho, Paulo.",RVUN22LB0147,School of Liberal Arts and Sciences,Fiction,1,2021,869.342 COE,Harper,,978-0007456093,350,04/18/2022 0:00,Sapna book house,300
Books,744,Winner Stands Alone,"Coelho, Paulo.",RVUN22LB0148,School of Liberal Arts and Sciences,Fiction,1,2019,869.342 COE,Harper,,978-0007318681,350,04/18/2022 0:00,Sapna book house,373
Books,746,The Witch Of Portobello,"Coelho, Paulo.",RVUN22LB0150,School of Liberal Arts and Sciences,Psychology,1,2007,869.342 COE,Harper,,9.78001E+12,350,04/18/2022 0:00,Sapna book house,297
Books,748,Zahir,"Coelho, Paulo.",RVUN22LB0152,School of Liberal Arts and Sciences,Fiction,1,2020,869.342 COE,Harper,,979-8172236297,350,04/18/2022 0:00,Sapna book house,336
Books,664,Literary Chronology Of Ancient India,"Goyal, S.R.",RVUN22LB0068,School of Liberal Arts and Sciences,Dravidian literature,1,2014,891.209 GOY,Kusumanjali Book World,,,700,03/17/2022 0:00,SK Publisher and Distributors,
Books,156,The Complete Short Stories Volume 4,Premchand,RVUN21LB0156,School of Liberal Arts and Sciences,Literature,,2017,891.4335 PRE,Penguin,Gurgaon,978-0143442653,750,10/25/2021 0:00,Book Paradise,l748
Books,153,The Complete Short Stories - Volume 1,Premchand,RVUN21LB0153,School of Liberal Arts and Sciences,Literature,,2017,891.4335 PRE,Penguin,Gurgaon,978-0143441281,750,10/25/2021 0:00,Book Paradise,l796
Books,154,The Complete Short Stories - Volume 2,Premchand,RVUN21LB0154,School of Liberal Arts and Sciences,Literature,,2017,891.4335 PRE,Penguin,Gurgaon,978-0143441298,750,10/25/2021 0:00,Book Paradise,l734
Books,155,The Complete Short Stories - Volume 3,Premchand,RVUN21LB0155,School of Liberal Arts and Sciences,Literature,,2017,891.4335 PRE,Penguin,Gurgaon,978-0143441304,750,10/25/2021 0:00,Book Paradise,l782
Books,588,The Wise Woman And Other Stories: The Best Of Mannu Bhandari,Mannu bhandari,RVUN21LB0708,School of Liberal Arts and Sciences,Short stories,,2021,891.43371 MAN,Roli,,978-8186939864,395,03/29/2022 0:00,Book Paradise,248
Books,690,Gitanjali : Song Offerings,"Tagore, Rabindranath.",RVUN22LB0094,School of Liberal Arts and Sciences,Poetry,1,2014,891.4414 TAG,Penguin,,978-1519682451,399,04/18/2022 0:00,Sapna Book House,154
Books,694,Complete Adventures Of Feluda Vol 1,"Ray, Satyajit.",RVUN22LB0098,School of Liberal Arts and Sciences,Fiction,1,2020,891.443 RAY,Penguin,,978-0143425038,599,04/18/2022 0:00,Sapna book house,804
Books,695,Complete Adventures Of Feluda Vol 2,"Ray, Satyajit.",RVUN22LB0099,School of Liberal Arts and Sciences,Fiction,1,2020,891.4437  RAY,Penguin,,978-0143425045,599,04/18/2022 0:00,Sapna book house,776
Books,713,Collected Short Stories,"Ray, Satyajit.",RVUN22LB0117,School of Liberal Arts and Sciences,Short stories,1,2020,891.4437 RAY,Penguin,,978-0143425052,499,04/18/2022 0:00,Sapna book house,688
Books,805,Imaan,"Byapari, Manoranjan .",RVUN22LB0209,School of Liberal Arts and Sciences,Fiction,,2021,891.44372 BYA,Other,,9.78939E+12,499,04/25/2022 0:00,Sri Book World,240
Books,945,The Weave Of My Life : A Dalit Women'S Memoirs,Urmila Pawar,RVUN22LB0349,School of Liberal Arts and Sciences,Biography,,2008,891.4687109 URM,Stree,,9.78819E+12,603.5,03/17/2022 0:00,Amazon,348
Books,946,The Weave Of My Life : A Dalit Women'S Memoirs,Urmila Pawar,RVUN22LB0350,School of Liberal Arts and Sciences,Biography,,2022,891.4687109 URM,Stree,,9.78819E+12,603.5,03/17/2022 0:00,Amazon,348
Books,1072,Nala Damayanti,"Pai, Anant",RVUN22LB0476,School of Liberal Arts and Sciences,Accounting,,1971,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1039,Hanuman To The Rescue,"Pai, Anant",RVUN22LB0443,School of Liberal Arts and Sciences,Amazon,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,61.4,03/17/2022 0:00,Amazon,31
Books,1092,Surya,"Pai, Anant",RVUN22LB0496,School of Liberal Arts and Sciences,Amazon,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1034,The Loard Of Lanka,"Pai, Anant",RVUN22LB0438,School of Liberal Arts and Sciences,Civil and and landscape art,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,61.4,03/17/2022 0:00,Amazon,31
Books,1041,Tales Of Durga,"Pai, Anant",RVUN22LB0445,School of Liberal Arts and Sciences,Civil and and landscape art,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+11,61.4,03/18/2022 0:00,Amazon,31
Books,1054,Abhimanyu,"Pai, Anant",RVUN22LB0458,School of Liberal Arts and Sciences,Civil and and landscape art,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1077,Nahusha,"Pai, Anant",RVUN22LB0481,School of Liberal Arts and Sciences,Civil and and landscape art,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1090,Prahlad,"Pai, Anant",RVUN22LB0494,School of Liberal Arts and Sciences,Civil and and landscape art,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1022,Krishna And Shishupala,"Pai, Anant",RVUN22LB0426,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,61.4,03/17/2022 0:00,Amazon,31
Books,1023,Draupadi,"Pai, Anant",RVUN22LB0427,School of Liberal Arts and Sciences,Comics,,2022,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,61.4,03/17/2022 0:00,Amazon,31
Books,1024,Krishna And Jarasandha,"Pai, Anant",RVUN22LB0428,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,61.4,03/17/2022 0:00,Amazon,31
Books,1025,Valmiki'S Ramayana,"Pai, Anant",RVUN22LB0429,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,61.4,03/17/2022 0:00,Amazon,31
Books,1026,Bhanumati,"Pai, Anant",RVUN22LB0430,School of Liberal Arts and Sciences,Comics,,2022,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,61.4,03/17/2022 0:00,Amazon,31
Books,1027,Ghatotkacha,"Pai, Anant",RVUN22LB0431,School of Liberal Arts and Sciences,Comics,,2022,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,61.4,03/17/2022 0:00,Amazon,31
Books,1028,Ravana Humbled,"Pai, Anant",RVUN22LB0432,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,61.4,03/17/2022 0:00,Amazon,31
Books,1029,Bheema And Hanuman,"Pai, Anant",RVUN22LB0433,School of Liberal Arts and Sciences,Comics,,2022,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,61.4,03/17/2022 0:00,Amazon,31
Books,1030,Sati Andshiva,"Pai, Anant",RVUN22LB0434,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,61.4,03/17/2022 0:00,Comics,31
Books,1031,The Gita : The Song Of Eternal Wisdom,"Pai, Anant",RVUN22LB0435,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,61.4,03/17/2022 0:00,Amazon,31
Books,1032,Mahabharata,"Pai, Anant",RVUN22LB0436,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,61.4,03/17/2022 0:00,Amazon,31
Books,1033,Karttikeya,"Pai, Anant",RVUN22LB0437,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+11,61.4,03/17/2022 0:00,Amazon,31
Books,1035,Karna,"Pai, Anant",RVUN22LB0439,School of Liberal Arts and Sciences,Comics,,2022,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,61.4,03/17/2022 0:00,Amazon,31
Books,1036,Chandrahasa,"Pai, Anant",RVUN22LB0440,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,61.4,03/17/2022 0:00,Amazon,31
Books,1038,Gandhari,"Pai, Anant",RVUN22LB0442,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,61.4,03/17/2022 0:00,Amazon,31
Books,1040,Krishna And Narakasura,"Pai, Anant",RVUN22LB0444,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1042,Vasihno Devi,"Pai, Anant",RVUN22LB0446,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1043,Uloopi,"Pai, Anant",RVUN22LB0447,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1045,Ganesha And The Moon,"Pai, Anant",RVUN22LB0449,School of Liberal Arts and Sciences,Comics,,2022,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,61.4,03/18/2022 0:00,Book Paradise,31
Books,1046,Anipuddha,"Pai, Anant",RVUN22LB0450,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1047,Aruni And Uttanka,"Pai, Anant",RVUN22LB0451,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1048,Krishna And The False Vaasudeva,"Pai, Anant",RVUN22LB0452,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1049,Indra And Shibi,"Pai, Anant",RVUN22LB0453,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1050,The Songs Of Rama,"Pai, Anant",RVUN22LB0454,School of Liberal Arts and Sciences,Comics,,2022,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1051,Krishna,"Pai, Anant",RVUN22LB0455,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1052,Vali,"Pai, Anant",RVUN22LB0456,School of Liberal Arts and Sciences,Comics,,2022,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1053,Tales Of Balarama,"Pai, Anant",RVUN22LB0457,School of Liberal Arts and Sciences,Comics,,2022,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1055,Dasha Avatar,"Pai, Anant",RVUN22LB0459,School of Liberal Arts and Sciences,Comics,,2022,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1056,Mahiravana,"Pai, Anant",RVUN22LB0460,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1057,Kumbhakarana,"Pai, Anant",RVUN22LB0461,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+11,61.4,03/18/2022 0:00,Amazon,31
Books,1058,The Pandavas In Hinding,"Pai, Anant",RVUN22LB0462,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1059,The Churning Of The Ocean,"Pai, Anant",RVUN22LB0463,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+13,61.4,03/18/2022 0:00,Amazon,31
Books,1060,Bheeshma,"Pai, Anant",RVUN22LB0464,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+13,61.4,03/18/2022 0:00,Amazon,31
Books,1061,Dhruva And Arshtavakara,"Pai, Anant",RVUN22LB0465,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1062,Tales Of Arjuna,"Pai, Anant",RVUN22LB0466,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1063,Tales Of Shiva,"Pai, Anant",RVUN22LB0467,School of Liberal Arts and Sciences,Comics,,2022,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1064,The Pandava Princes,"Pai, Anant",RVUN22LB0468,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1065,Drona,"Pai, Anant",RVUN22LB0469,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1066,Inra And Varitra,"Pai, Anant",RVUN22LB0470,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78882E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1067,Tales Of Narada,"Pai, Anant",RVUN22LB0471,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,61.4,03/18/2022 0:00,Book Paradise,31
Books,1068,Hanuman,"Pai, Anant",RVUN22LB0472,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78882E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1069,Shiva Partvati,"Pai, Anant",RVUN22LB0473,School of Liberal Arts and Sciences,Comics,,2022,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+11,61.4,03/18/2022 0:00,Amazon,31
Books,1070,Rama,"Pai, Anant",RVUN22LB0474,School of Liberal Arts and Sciences,Comics,,2022,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1071,Jayadratha,"Pai, Anant",RVUN22LB0475,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1073,Tirupathi,"Pai, Anant",RVUN22LB0477,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,61.4,03/18/2022 0:00,Amazon,31
